y,x,z
2.642262461,-6.32,57.0406
2.635264531,-6.325,57.11205
2.633870803,-6.535,57.1838
2.617295838,-6.51,57.2562
2.617295838,-6.235,57.3292
2.669310373,-5.87,57.40035
2.669310373,-5.46,57.46965
2.700082031,-5.495,57.5379
2.700082031,-5.535,57.6051
2.713565382,-5.315,57.67185
2.712058222,-5.32,57.7382
2.697110261,-5.485,57.8051
2.697110261,-5.675,57.8725
2.692669099,-5.52,57.94005
2.691193084,-5.015,58.0078
2.739540868,-4.945,58.074
2.739540868,-5.02,58.1386
2.747310915,-4.83,58.20295
2.747310915,-4.815,58.26705
2.73029581,-5.015,58.3317
2.73029581,-4.935,58.3969
2.736449676,-4.925,58.4619
2.736449676,-5.095,58.5267
2.752002089,-4.725,58.591
2.753570716,-4.385,58.65475
2.758291418,-4.65,58.7183
2.756715373,-4.675,58.78175
2.805111914,-4.09,58.84375
2.803460386,-3.695,58.9043
2.818423259,-3.93,58.96445
2.816749618,-4.36,59.0242
2.756715373,-4.635,59.08585
2.756715373,-4.37,59.14935
2.806766174,-4.03,59.2113
2.808423175,-4.45,59.27165
2.737994077,-4.85,59.33415
2.737994077,-4.855,59.39885
2.698595042,-5.32,59.46485
2.698595042,-5.645,59.53215
2.718100537,-5.08,59.5988
2.718100537,-4.815,59.6648
2.741090055,-4.815,59.73005
2.741090055,-4.635,59.79455
2.745752068,-4.76,59.8589
2.744195648,-4.93,59.92315
2.758291418,-4.615,59.987
2.758291418,-4.245,60.0504
2.75986995,-4.575,60.11375
2.761450978,-5.07,60.177
2.685310714,-5.435,60.2427
2.686778066,-5.76,60.31085
2.640858952,-5.96,60.38055
2.640858952,-5.995,60.45185
2.647896278,-5.89,60.5229
2.646484845,-5.945,60.59375
2.617295838,-6.225,60.6657
2.617295838,-6.36,60.7387
2.629701235,-6.085,60.81125
2.628315233,-5.855,60.8834
2.642262461,-5.94,60.9551
2.642262461,-5.945,61.0263
2.662121269,-5.695,61.0968
2.663554961,-5.53,61.16655
2.676551534,-5.53,61.2358
2.676551534,-5.67,61.3046
2.624168717,-6.15,61.37525
2.622790357,-6.51,61.4478
2.60775248,-6.34,61.52095
2.60775248,-6.13,61.59465
2.624168717,-6.155,61.66775
2.622790357,-6.325,61.7403
2.605042451,-6.375,61.81355
2.603690186,-6.29,61.8875
2.602339747,-6.405,61.96155
2.600991129,-6.555,62.0357
2.584948004,-6.595,62.1105
2.584948004,-6.96,62.1859
2.515778313,-7.395,62.264
2.514541455,-7.23,62.34485
2.560061323,-6.895,62.42395
2.558768498,-6.67,62.5013
2.575707014,-6.705,62.57805
2.575707014,-6.87,62.65415
2.556187852,-6.93,62.731
2.556187852,-7.13,62.8086
2.545931352,-7.06,62.8866
2.544656654,-6.68,62.96505
2.58893472,-6.55,63.04185
2.58893472,-6.8,63.11695
2.545931352,-7.05,63.1937
2.544656654,-7.075,63.27215
2.526979426,-7.245,63.35135
2.526979426,-7.58,63.43125
2.48530673,-7.68,63.51285
2.486507931,-7.865,63.5961
2.451085101,-8.055,63.6808
2.451085101,-7.845,63.767
2.488914671,-7.605,63.8516
2.488914671,-7.525,63.9346
2.497384171,-7.51,64.01725
2.497384171,-7.51,64.09955
2.496169842,-7.51,64.1819
2.496169842,-7.31,64.2643
2.560061323,-6.77,64.34415
2.558768498,-6.345,64.4215
2.578338595,-6.55,64.49815
2.578338595,-6.75,64.57405
2.577021939,-6.535,64.65
2.578338595,-6.62,64.72595
2.551046452,-6.825,64.8029
2.551046452,-6.805,64.8809
2.545931352,-6.865,64.9591
2.545931352,-7.105,65.0375
2.488914671,-7.485,65.1182
2.490120217,-7.625,65.20115
2.487710577,-7.475,65.28415
2.488914671,-7.655,65.3672
2.468639677,-7.67,65.45105
2.468639677,-7.46,65.53575
2.460409178,-7.73,65.6208
2.460409178,-7.945,65.7062
2.431555474,-8.045,65.79285
2.430418465,-8.075,65.8808
2.436116486,-7.965,65.96855
2.434974281,-7.855,66.0561
2.473373414,-7.505,66.14205
2.473373414,-7.37,66.22635
2.462753845,-7.6,66.3111
2.462753845,-7.93,66.3963
2.3816283,-8.5,66.4851
2.382711137,-8.3,66.57745
2.459238903,-7.575,66.66635
2.460409178,-7.805,66.7518
2.397995278,-8.26,66.83995
2.397995278,-8.185,66.93085
2.446455463,-7.695,67.0196
2.446455463,-7.105,67.1062
2.507152259,-6.975,67.19025
2.505926017,-7.4,67.2718
2.438404816,-7.745,67.35625
2.437259996,-7.65,67.4436
2.445301395,-7.635,67.53065
2.445301395,-7.585,67.61735
2.468639677,-7.33,67.70305
2.468639677,-7.345,67.78775
2.447610865,-7.55,67.87335
2.447610865,-7.575,67.95985
2.43383338,-7.66,68.04695
2.434974281,-7.755,68.1346
2.420243136,-7.785,68.22285
2.420243136,-8.005,68.31175
2.3892329,-8.095,68.40205
2.390324007,-7.965,68.4937
2.419118909,-7.72,68.584
2.420243136,-7.675,68.67295
2.391416307,-8.035,68.76315
2.390324007,-7.96,68.8547
2.43383338,-7.55,68.94435
2.43383338,-7.73,69.03205
2.399095993,-7.975,69.1213
2.399095993,-8.07,69.2121
2.407945609,-7.895,69.3025
2.409057338,-6.975,69.39245
2.569158202,-6.085,69.4757
2.567853571,-5.965,69.55235
2.58893472,-5.87,69.62825
2.590267165,-5.685,69.7033
2.561355822,-6.22,69.7794
2.561355822,-6.805,69.8566
2.474560358,-7.23,69.9373
2.474560358,-7.435,70.0215
2.482908647,-7.15,70.10535
2.482908647,-6.76,70.18885
2.528231775,-6.65,70.2705
2.528231775,-7.03,70.3503
2.453407983,-7.575,70.4332
2.452245868,-7.78,70.51925
2.474560358,-7.385,70.6044
2.474560358,-7.065,70.6886
2.499817263,-7.17,70.77175
2.498599977,-6.89,70.8539
2.598299337,-6.095,70.9322
2.598299337,-5.67,71.0066
2.63945741,-5.67,71.0795
2.640858952,-5.665,71.15085
2.646484845,-5.66,71.22195
2.645075402,-5.68,71.2929
2.646484845,-5.725,71.36385
2.645075402,-5.84,71.4348
2.629701235,-5.96,71.50635
2.629701235,-5.715,71.57845
2.689719244,-5.295,71.64845
2.689719244,-4.875,71.71635
2.724179583,-4.95,71.7831
2.724179583,-5.25,71.8487
2.722656353,-5.005,71.91435
2.724179583,-5.085,71.98
2.663554961,-5.745,72.04765
2.664990712,-5.84,72.1173
2.691193084,-5.465,72.186
2.692669099,-5.535,72.25375
2.672200548,-5.75,72.32215
2.673648774,-5.815,72.3912
2.650725134,-6.05,72.461
2.652142569,-6.405,72.53155
2.600991129,-6.71,72.6039
2.600991129,-6.64,72.6781
2.622790357,-6.515,72.7515
2.624168717,-6.305,72.82405
2.704556312,-5.63,72.89375
2.704556312,-5.53,72.96065
2.688247574,-5.885,73.0281
2.686778066,-6.155,73.09615
2.649309706,-6.375,73.16555
2.649309706,-6.77,73.23625
2.558768498,-7.455,73.3103
2.560061323,-7.385,73.38765
2.642262461,-6.53,73.4619
2.642262461,-6.355,73.5331
2.614559858,-6.865,73.6053
2.614559858,-6.985,73.6785
2.632479014,-6.65,73.75105
2.632479014,-6.505,73.82295
2.611831343,-6.865,73.8956
2.611831343,-6.74,73.969
2.675099101,-6.11,74.04015
2.673648774,-5.765,74.1091
2.750435918,-5.18,74.17555
2.750435918,-5.385,74.23945
2.635264531,-6.475,74.30725
2.635264531,-6.395,74.37895
2.682382454,-5.86,74.449
2.682382454,-5.765,74.5174
2.695627681,-5.645,74.58535
2.695627681,-5.51,74.65285
2.698595042,-5.565,74.72025
2.698595042,-5.57,74.78755
2.719616837,-5.27,74.85415
2.719616837,-5.22,74.92005
2.709050701,-5.365,74.9863
2.709050701,-5.27,75.0529
2.744195648,-4.895,75.11835
2.745752068,-4.595,75.1826
2.777400279,-4.46,75.2458
2.77900929,-4.37,75.30795
2.741090055,-4.88,75.37125
2.739540868,-5.205,75.4358
2.734907655,-4.915,75.50055
2.733368009,-5.03,75.5655
2.739540868,-4.8,75.6303
2.741090055,-4.21,75.69485
2.769393831,-4.425,75.75845
2.769393831,-4.94,75.82115
2.706052198,-5.12,75.8859
2.707550326,-5.19,75.95265
2.706052198,-5.07,76.0194
2.706052198,-4.795,76.0862
2.718100537,-4.88,76.1526
2.718100537,-5.295,76.2186
2.662121269,-5.485,76.2865
2.662121269,-5.445,76.3563
2.640858952,-5.66,76.42685
2.642262461,-6.115,76.4981
2.560061323,-6.52,76.57235
2.561355822,-6.925,76.6496
2.523231764,-6.865,76.7283
2.523231764,-6.2,76.8085
2.610469873,-5.785,76.88535
2.609110253,-5.785,76.9589
2.574393816,-6.13,77.0338
2.574393816,-6.485,77.11
2.530741186,-6.57,77.1879
2.530741186,-6.95,77.2675
2.519498095,-6.67,77.34755
2.519498095,-4.94,77.42805
2.682382454,-4.765,77.5025
2.680921534,-6.25,77.57095
2.530741186,-6.455,77.645
2.530741186,-6.22,77.7246
2.551046452,-6.19,77.8034
2.551046452,-5.92,77.8814
2.580977119,-5.825,77.95825
2.580977119,-6.055,78.03395
2.560061323,-6.075,78.11045
2.558768498,-5.355,78.1878
2.669310373,-4.8,78.26115
2.670754416,-4.9,78.3304
2.662121269,-4.88,78.3999
2.662121269,-4.545,78.4697
2.663554961,-4.88,78.53945
2.663554961,-5.465,78.60915
2.620039324,-5.365,78.6804
2.621413894,-5.08,78.75315
2.640858952,-5.105,78.82515
2.642262461,-5.345,78.8964
2.633870803,-5.18,78.9679
2.633870803,-4.305,79.0397
2.707550326,-4.265,79.10895
2.709050701,-5.625,79.1756
2.531998257,-6.245,79.24865
2.530741186,-6.25,79.3282
2.557477343,-5.9,79.40675
2.556187852,-4.93,79.4843
2.685310714,-4.35,79.5572
2.685310714,-4.325,79.6254
2.664990712,-4.575,79.6943
2.663554961,-4.75,79.76395
2.659260037,-4.625,79.8338
2.659260037,-4.585,79.9038
2.646484845,-4.8,79.97425
2.645075402,-5.065,80.0452
2.664990712,-4.62,80.1155
2.664990712,-3.665,80.1851
2.756715373,-3.58,80.25165
2.755141809,-4.16,80.3152
2.707550326,-4.17,80.38035
2.707550326,-3.61,80.44705
2.75986995,-3.56,80.51205
2.75986995,-3.79,80.57535
2.739540868,-3.8,80.6393
2.737994077,-3.775,80.70395
2.745752068,-3.735,80.7684
2.744195648,-3.78,80.83265
2.753570716,-3.655,80.89665
2.753570716,-3.52,80.96035
2.785471348,-3.285,81.02305
2.783851915,-2.775,81.0848
2.803460386,-3.095,81.146
2.803460386,-4.25,81.2066
2.666428526,-4.72,81.27165
2.666428526,-4.45,81.34115
2.695627681,-4.42,81.40965
2.694147296,-4.64,81.4772
2.688247574,-4.51,81.545
2.689719244,-4.025,81.61295
2.782235099,-3.44,81.67785
2.782235099,-2.76,81.73975
2.847312268,-2.7,81.7997
2.847312268,-2.78,81.8577
2.821778966,-3.02,81.91645
2.823461053,-3.69,81.9759
2.750435918,-3.93,82.03755
2.748872196,-3.94,82.1015
2.763034509,-3.82,82.16505
2.763034509,-3.66,82.22815
2.796881415,-3.445,82.2902
2.798522104,-3.83,82.35115
2.752002089,-4.05,82.4135
2.750435918,-3.47,82.47735
2.825145973,-3.215,82.53895
2.823461053,-3.37,82.5983
2.767800206,-3.93,82.6594
2.769393831,-4.48,82.72215
2.727233021,-4.455,82.7862
2.728763243,-4.09,82.85155
2.777400279,-3.91,82.9153
2.777400279,-3.915,82.9775
2.777400279,-3.965,83.0397
2.777400279,-3.885,83.1019
2.850766503,-3.145,83.1619
2.850766503,-2.085,83.2197
2.937463365,-2.145,83.2751
2.937463365,-2.84,83.3281
2.849037894,-3.23,83.38355
2.850766503,-3.46,83.4414
2.838728525,-3.39,83.49955
2.838728525,-3.105,83.55805
2.89498237,-2.78,83.61495
2.89498237,-2.56,83.67025
2.904065085,-2.7,83.7253
2.90589157,-3.02,83.78005
2.869981068,-3.175,83.83575
2.868218953,-2.96,83.8925
2.916921093,-2.665,83.94795
2.915074371,-2.555,84.0021
2.941244088,-2.405,84.0556
2.93935194,-2.525,84.10845
2.90589157,-2.855,84.16225
2.90589157,-3.265,84.21695
2.854232711,-3.475,84.2731
2.854232711,-3.475,84.3307
2.852498105,-3.52,84.38835
2.854232711,-3.445,84.446
2.864704011,-3.38,84.5033
2.866459938,-3.38,84.56025
2.857710976,-3.505,84.6174
2.855970331,-3.695,84.67485
2.840439389,-3.7,84.7328
2.838728525,-3.71,84.79125
2.826833737,-3.845,84.8501
2.828524355,-4.125,84.90925
2.761450978,-4.605,84.9704
2.763034509,-4.43,85.03355
2.80016549,-4.17,85.0955
2.798522104,-4.245,85.15635
2.801811581,-4.13,85.21715
2.801811581,-4.145,85.27785
2.787093408,-4.285,85.339
2.787093408,-4.445,85.4006
2.770990001,-4.44,85.4627
2.770990001,-4.125,85.5253
2.835315552,-3.66,85.58595
2.833613424,-3.805,85.6447
2.761450978,-4.49,85.7057
2.761450978,-4.59,85.7689
2.791975436,-4.075,85.83115
2.793608089,-4.175,85.8924
2.761450978,-4.415,85.9546
2.761450978,-4.205,86.0178
2.77900929,-4.17,86.08045
2.77900929,-4.32,86.14255
2.753570716,-4.43,86.20545
2.753570716,-4.61,86.26915
2.704556312,-4.96,86.33445
2.70306266,-5.125,86.4014
2.685310714,-5.12,86.469
2.683845512,-5.115,86.53725
2.679462744,-5.105,86.6057
2.67800608,-5.085,86.67435
2.67800608,-5.05,86.74305
2.676551534,-5.05,86.8118
2.673648774,-5,86.8807
2.675099101,-4.895,86.94965
2.712058222,-4.475,87.0173
2.712058222,-4.095,87.0837
2.733368009,-4.105,87.1494
2.734907655,-4.38,87.21435
2.666428526,-4.78,87.28155
2.667868411,-5.125,87.351
2.594275187,-5.55,87.42305
2.594275187,-5.495,87.49775
2.636660205,-4.96,87.5709
2.635264531,-4.895,87.64255
2.600991129,-5.265,87.7155
2.600991129,-5.425,87.7897
2.579656986,-5.415,87.8647
2.580977119,-5.235,87.94045
2.61866664,-4.875,88.01475
2.61866664,-5.15,88.08765
2.498599977,-6.145,88.1652
2.499817263,-6.31,88.24735
2.533256911,-5.64,88.3281
2.533256911,-5.46,88.4075
2.525728644,-5.655,88.4872
2.525728644,-5.75,88.5672
2.533256911,-5.475,88.6469
2.53451715,-5.145,88.72625
2.602339747,-4.635,88.80295
2.600991129,-4.58,88.8771
2.574393816,-4.895,88.9523
2.574393816,-4.905,89.0285
2.561355822,-5.005,89.1052
2.561355822,-5.09,89.1824
2.539574051,-5.2,89.26045
2.540842282,-5.465,89.3393
2.488914671,-5.765,89.4202
2.488914671,-5.27,89.5032
2.628315233,-4.13,89.5808
2.62693115,-3.57,89.65305
2.649309706,-3.83,89.72455
2.649309706,-4.085,89.79525
2.63108916,-3.985,89.8666
2.629701235,-4.23,89.93865
2.565249402,-4.73,90.01315
2.563949857,-4.72,90.0901
2.561355822,-4.71,90.1672
2.561355822,-4.965,90.2444
2.539574051,-4.905,90.32245
2.540842282,-4.625,90.4013
2.590267165,-4.265,90.4782
2.591601388,-4.055,90.55315
2.565249402,-4.53,90.62905
2.565249402,-4.855,90.70595
2.513306124,-5.11,90.7849
2.513306124,-5.015,90.8659
2.611831343,-3.95,90.9431
2.611831343,-3.8,91.0165
2.574393816,-4.37,91.0913
2.574393816,-4.26,91.1675
2.595614772,-4.1,91.2429
2.596956154,-4.38,91.31745
2.529485693,-4.885,91.39455
2.529485693,-4.925,91.47425
2.554900022,-4.59,91.55295
2.553613848,-4.585,91.6307
2.557477343,-4.565,91.70835
2.556187852,-4.68,91.7859
2.501036032,-5.265,91.8657
2.501036032,-5.145,91.9477
2.574393816,-4.475,92.0268
2.573082341,-3.86,92.10305
2.672200548,-3.36,92.17575
2.672200548,-3.36,92.24485
2.675099101,-3.35,92.31385
2.675099101,-3.565,92.38275
2.587604048,-4.425,92.4548
2.58893472,-4.97,92.52995
2.547207676,-4.905,92.60665
2.548485631,-4.48,92.6849
2.636660205,-3.89,92.7598
2.636660205,-3.585,92.8314
2.645075402,-3.83,92.9027
2.643667942,-4.25,92.97375
2.598299337,-4.4,93.0465
2.596956154,-4.25,93.12095
2.638057829,-3.96,93.19395
2.636660205,-3.835,93.2655
2.646484845,-3.88,93.33675
2.646484845,-4.175,93.40765
2.590267165,-4.58,93.4806
2.58893472,-4.835,93.55565
2.620039324,-4.27,93.6296
2.620039324,-3.515,93.7024
2.675099101,-3.64,93.77325
2.675099101,-3.945,93.84215
2.647896278,-4,93.912
2.646484845,-4,93.98285
2.656406968,-3.925,94.0534
2.656406968,-3.775,94.1236
2.676551534,-3.7,94.1931
2.676551534,-3.7,94.2619
2.666428526,-3.85,94.33105
2.666428526,-4.15,94.40055
2.642262461,-4.125,94.4709
2.643667942,-3.725,94.54205
2.695627681,-3.5,94.61135
2.697110261,-3.65,94.6788
2.667868411,-3.835,94.7472
2.667868411,-4.05,94.8166
2.628315233,-4.29,94.8874
2.629701235,-4.315,94.95955
2.62554898,-4.315,95.0318
2.62554898,-4.115,95.1042
2.646484845,-4.04,95.17585
2.645075402,-4.355,95.2468
2.600991129,-4.51,95.3194
2.600991129,-4.51,95.3936
2.599644327,-4.465,95.46785
2.600991129,-4.83,95.5421
2.54338358,-5.07,95.6185
2.544656654,-4.625,95.69705
2.590267165,-4.46,95.7738
2.591601388,-5.015,95.84875
2.521985658,-5.22,95.92635
2.520741103,-4.93,96.0067
2.579656986,-4.5,96.0848
2.578338595,-3.74,96.16065
2.63945741,-3.73,96.2343
2.63945741,-4.17,96.3057
2.567853571,-4.53,96.37975
2.569158202,-5.1,96.4564
2.512072318,-5.125,96.53525
2.512072318,-4.625,96.61635
2.566550639,-4.445,96.6953
2.566550639,-4.675,96.7721
2.566550639,-4.385,96.8489
2.566550639,-3.715,96.9257
2.633870803,-3.505,97
2.635264531,-3.51,97.07175
2.602339747,-3.815,97.14465
2.600991129,-4.435,97.2188
2.529485693,-4.57,97.29575
2.528231775,-4.475,97.3755
2.545931352,-4.28,97.4546
2.545931352,-3.9,97.533
2.562651998,-3.985,97.61075
2.562651998,-4.375,97.68785
2.513306124,-4.465,97.7669
2.513306124,-4.235,97.8479
2.53577898,-4.095,97.928
2.537042404,-4.05,98.00715
2.533256911,-4.02,98.0864
2.533256911,-3.98,98.1658
2.529485693,-3.935,98.24535
2.529485693,-4,98.32505
2.513306124,-3.985,98.4054
2.514541455,-3.69,98.48635
2.545931352,-3.49,98.566
2.545931352,-3.49,98.6444
2.53577898,-3.47,98.7232
2.537042404,-3.55,98.80235
2.505926017,-3.74,98.8827
2.504701277,-3.955,98.96435
2.488914671,-3.835,99.0467
2.487710577,-3.35,99.12975
2.540842282,-3.11,99.2107
2.539574051,-3.25,99.28955
2.497384171,-3.535,99.37015
2.496169842,-3.68,99.4525
2.480516301,-3.645,99.53555
2.480516301,-3.57,99.61925
2.486507931,-3.475,99.7027
2.487710577,-3.53,99.78585
2.473373414,-3.58,99.86955
2.473373414,-3.465,99.95385
2.488914671,-3.35,100.0375
2.488914671,-3.235,100.1205
2.488914671,-3.18,100.2035
2.501036032,-3.085,100.286
2.513306124,-2.88,100.3675
2.525728644,-2.72,100.448
2.538307427,-2.625,100.5275
2.525728644,-2.77,100.607
2.513306124,-2.885,100.6875
2.513306124,-2.54,100.7685
2.563949857,-2.32,100.8475
2.551046452,-2.43,100.925
2.551046452,-2.425,101.003
2.538307427,-2.295,101.0815
2.563949857,-2.165,101.1595
2.563949857,-2.035,101.2365
2.563949857,-2.195,101.3135
2.563949857,-2.64,101.3905
2.525728644,-2.745,101.469
2.513306124,-2.525,101.5495
2.563949857,-2.34,101.6285
2.563949857,-2.185,101.7055
2.577021939,-2.295,101.782
2.563949857,-2.665,101.8585
2.501036032,-2.965,101.938
2.513306124,-3.2,102.0195
2.501036032,-3.07,102.101
2.501036032,-2.575,102.183
2.538307427,-2.63,102.2635
2.538307427,-3.24,102.3425
2.488914671,-3.32,102.4235
2.488914671,-2.85,102.5065
2.525728644,-2.9,102.588
2.525728644,-3.485,102.668
2.453407983,-3.725,102.751
2.465104022,-3.61,102.8365
2.465104022,-3.795,102.9215
2.465104022,-4.28,103.0065
2.407945609,-4.49,103.094
2.407945609,-4.435,103.184
2.430418465,-4.41,103.273
2.419118909,-4.455,103.3615
2.430418465,-4.475,103.45
2.419118909,-4.375,103.5385
2.44184716,-4.27,103.6265
2.453407983,-4.2,103.713
2.465104022,-4.135,103.7985
2.465104022,-4.08,103.8835
2.47693848,-4.135,103.968
2.47693848,-4.31,104.052
2.465104022,-4.385,104.1365
2.465104022,-4.345,104.2215
2.47693848,-4.325,104.306
2.47693848,-4.33,104.39
2.501036032,-4.29,104.473
2.488914671,-4.21,104.5555
2.513306124,-4.17,104.6375
2.525728644,-4.345,104.718
2.47693848,-4.685,104.8
2.488914671,-4.755,104.8835
2.501036032,-4.57,104.966
2.501036032,-4.38,105.048
2.538307427,-4.19,105.1285
2.551046452,-4.15,105.207
2.551046452,-4.245,105.285
2.551046452,-4.4,105.363
2.525728644,-4.61,105.442
2.525728644,-4.52,105.522
2.577021939,-4.13,105.6
2.577021939,-3.93,105.676
2.603690186,-3.925,105.751
2.590267165,-3.87,105.8255
2.617295838,-3.765,105.8995
2.63108916,-3.46,105.972
2.688247574,-2.96,106.042
2.70306266,-3.04,106.1095
2.63108916,-3.695,106.179
2.645075402,-4.135,106.2505
2.577021939,-4.365,106.324
2.590267165,-4.37,106.3995
2.617295838,-4.15,106.4735
2.603690186,-4.18,106.547
2.590267165,-4.46,106.6215
2.590267165,-4.72,106.6965
2.551046452,-4.955,106.773
2.551046452,-4.9,106.851
2.590267165,-4.565,106.9275
2.603690186,-4.4,107.002
2.617295838,-4.4,107.0755
2.617295838,-4.64,107.1485
2.563949857,-5.12,107.2235
2.577021939,-5.64,107.3
2.488914671,-6.2,107.3795
2.488914671,-6.48,107.4625
2.47693848,-6.48,107.546
2.47693848,-6.48,107.63
2.47693848,-6.575,107.714
2.488914671,-6.76,107.7975
2.465104022,-6.875,107.8815
2.465104022,-6.925,107.9665
2.453407983,-6.95,108.052
2.465104022,-6.89,108.1375
2.47693848,-6.77,108.222
2.47693848,-6.71,108.306
2.488914671,-6.675,108.3895
2.47693848,-6.605,108.473
2.501036032,-6.5,108.556
2.488914671,-6.355,108.6385
2.513306124,-6.28,108.7205
2.513306124,-6.28,108.8015
2.513306124,-6.275,108.8825
2.513306124,-6.27,108.9635
2.501036032,-6.4,109.045
2.501036032,-6.67,109.127
2.465104022,-6.81,109.2105
2.465104022,-6.625,109.2955
2.501036032,-6.265,109.379
2.513306124,-6.09,109.4605
2.525728644,-6.09,109.541
2.525728644,-6.145,109.621
2.501036032,-6.25,109.702
2.513306124,-6.09,109.7835
2.551046452,-5.675,109.863
2.551046452,-5.5,109.941
2.551046452,-5.555,110.019
2.551046452,-5.58,110.097
2.551046452,-5.58,110.175
2.551046452,-5.58,110.253
2.551046452,-5.575,110.331
2.563949857,-5.57,110.4085
2.551046452,-5.57,110.486
2.551046452,-5.57,110.564
2.525728644,-5.785,110.643
2.538307427,-6.21,110.7225
2.488914671,-6.335,110.8035
2.488914671,-6.165,110.8865
2.525728644,-5.98,110.968
2.513306124,-5.78,111.0485
2.551046452,-5.68,111.128
2.538307427,-5.68,111.2065
2.551046452,-5.68,111.285
2.538307427,-5.68,111.3635
2.538307427,-5.68,111.4425
2.551046452,-5.68,111.521
2.525728644,-5.85,111.6
2.525728644,-6.195,111.68
2.488914671,-6.37,111.7615
2.47693848,-6.265,111.845
2.513306124,-6.05,111.9275
2.513306124,-5.94,112.0085
2.513306124,-5.94,112.0895
2.525728644,-5.94,112.17
2.513306124,-5.94,112.2505
2.525728644,-5.935,112.331
2.513306124,-5.875,112.4115
2.525728644,-5.76,112.492
2.525728644,-5.685,112.572
2.538307427,-5.765,112.6515
2.501036032,-5.96,112.732
2.501036032,-5.995,112.814
2.488914671,-5.865,112.8965
2.501036032,-5.6,112.979
2.551046452,-5.19,113.059
2.551046452,-4.98,113.137
2.563949857,-4.92,113.2145
2.563949857,-4.855,113.2915
2.551046452,-4.87,113.369
2.551046452,-4.915,113.447
2.525728644,-5.105,113.526
2.525728644,-5.445,113.606
2.488914671,-5.36,113.6875
2.488914671,-4.835,113.7705
2.551046452,-4.57,113.851
2.551046452,-4.51,113.929
2.551046452,-4.39,114.007
2.551046452,-4.345,114.085
2.551046452,-4.375,114.163
2.538307427,-4.35,114.2415
2.551046452,-4.275,114.32
2.551046452,-4.415,114.398
2.488914671,-4.77,114.4785
2.501036032,-4.865,114.561
2.488914671,-4.69,114.6435
2.501036032,-4.465,114.726
2.525728644,-4.195,114.807
2.525728644,-3.905,114.887
2.563949857,-3.6,114.9655
2.577021939,-3.67,115.042
2.525728644,-4.105,115.12
2.513306124,-3.865,115.2005
2.617295838,-2.945,115.2775
2.617295838,-2.475,115.3505
2.645075402,-2.47,115.4225
2.645075402,-2.47,115.4935
2.645075402,-2.47,115.5645
2.645075402,-2.47,115.6355
2.63108916,-2.515,115.707
2.63108916,-2.6,115.779
2.603690186,-2.875,115.852
2.603690186,-3.34,115.926
2.551046452,-3.455,116.002
2.551046452,-3.21,116.08
2.590267165,-3.025,116.1565
2.577021939,-2.915,116.232
2.603690186,-2.87,116.307
2.590267165,-2.855,116.3815
2.603690186,-2.795,116.456
2.603690186,-2.735,116.53
2.603690186,-2.69,116.604
2.617295838,-2.67,116.6775
2.603690186,-2.67,116.751
2.617295838,-2.6,116.8245
2.63108916,-2.47,116.897
2.63108916,-2.26,116.969
2.673648774,-1.97,117.0395
2.673648774,-1.725,117.1085
2.718100537,-1.53,117.176
2.70306266,-1.44,117.2425
2.718100537,-1.535,117.309
