Depth,deltaTS,Ageaicc
0,0,-50
1,0,-32.1316
2,0,-14.2632
3,0,4.15281
4,0,22.5688
5,0,41.6247
6,0,60.6805
7,0,80.3558
8,-0.81,100.031
9,0.02,121.087
10,0.36,142.142
11,-0.95,163.679
12,-1.84,185.215
13,-1.09,209.831
14,-0.75,234.447
15,-0.22,257.932
16,-0.48,281.418
17,-0.75,305.991
18,0.23,330.564
19,1.33,353.223
20,0.35,375.882
21,0.18,400.344
22,-0.08,424.806
23,-1.08,451.826
24,-1.39,478.845
25,-1.61,508.957
26,-0.9,539.069
27,-0.6,568.212
28,-0.02,597.354
29,-0.18,625.775
30,-1.23,654.195
31,-1.54,686.693
32,-0.85,719.191
33,-0.1,750.081
34,-0.17,780.971
35,-0.78,812.605
36,-0.78,844.24
37,-0.17,876.591
38,-0.25,908.941
39,-0.28,941.434
40,-0.81,973.927
41,-0.05,1007.49
42,0.27,1041.06
43,-0.83,1074.78
44,-0.65,1108.51
45,-0.27,1143.32
46,-0.65,1178.13
47,-1.48,1215.28
48,-1.64,1252.43
49,-0.4,1289.98
50,0.33,1327.52
51,-0.05,1362.18
52,-0.13,1396.85
53,-0.03,1432.64
54,-0.46,1468.44
55,-1,1506.69
56,-0.96,1544.95
57,-1.33,1585.07
58,-1.51,1625.2
59,-0.88,1666.02
60,-1.06,1706.84
61,-1.21,1747.95
62,-1.24,1789.07
63,-0.96,1830.55
64,-0.53,1872.03
65,0.15,1910.96
66,-0.28,1949.9
67,-0.45,1989.82
68,-0.38,2029.74
69,-0.53,2070.37
70,-0.61,2111
71,-0.95,2153.17
72,-0.73,2195.34
73,0.12,2236.25
74,1.16,2277.16
75,-0.98,2317.01
76,-1.44,2356.86
77,-0.73,2401.32
78,-0.63,2445.79
79,0.3,2487.35
80,-0.27,2528.91
81,-1.36,2573.09
82,-0.17,2617.26
83,-0.02,2659.28
84,-1.19,2701.31
85,-1.97,2749.17
86,-0.61,2797.04
87,0.58,2839.41
88,-0.38,2881.78
89,-1.34,2927.56
90,-1.41,2973.34
91,-0.73,3020.26
92,-0.25,3067.18
93,-0.53,3111.88
94,-0.08,3156.57
95,0.15,3200.05
96,-0.43,3243.53
97,-0.61,3289.34
98,-0.3,3335.15
99,-0.13,3380.12
100,0.22,3425.08
101,0.17,3468.8
102,-0.91,3512.53
103,-0.9,3560.63
104,0.3,3608.72
105,0.65,3651.92
106,0.58,3695.12
107,0.03,3739.13
108,-0.63,3783.15
109,-0.46,3830.57
110,0,3877.99
111,-0.23,3923.96
112,-0.66,3969.94
113,-0.73,4018.37
114,-0.75,4066.8
115,-0.91,4115.93
116,-1.09,4165.07
117,-1,4215.28
118,-0.53,4265.48
119,0.55,4311.63
120,1.13,4357.77
121,1.13,4400.09
122,1.13,4442.41
123,1.13,4484.85
124,1.13,4527.29
125,0.88,4570.29
126,0.2,4613.28
127,-0.33,4660.34
128,-0.88,4707.39
129,-0.58,4757.21
130,0.25,4807.04
131,0,4853.62
132,-1.14,4900.21
133,-0.66,4950.99
134,-0.36,5001.78
135,-0.66,5051.08
136,0.13,5100.38
137,0.18,5147.15
138,-0.38,5193.92
139,-0.22,5242.54
140,0.28,5291.16
141,0.1,5337.97
142,0.08,5384.79
143,0.5,5431.28
144,0.5,5477.77
145,0.2,5524.13
146,0.02,5570.49
147,0.08,5618.09
148,0.03,5665.69
149,-0.06,5713.6
150,-0.15,5761.52
151,-0.25,5810.24
152,-0.22,5858.96
153,0.15,5907.09
154,0.45,5955.22
155,-0.13,6002.66
156,-0.73,6050.1
157,-0.21,6100.11
158,0.32,6150.12
159,-0.17,6198.02
160,-0.33,6245.91
161,0.09,6294.64
162,0.28,6343.38
163,-0.55,6392.21
164,-1.59,6441.04
165,-1.09,6495.09
166,-0.31,6549.13
167,-0.62,6599.44
168,-0.65,6649.75
169,0.37,6698.81
170,0.37,6747.86
171,-0.36,6796.38
172,-0.84,6844.89
173,-1.28,6897.94
174,-1.14,6950.98
175,-0.58,7003.22
176,-0.59,7055.46
177,-1.05,7107.61
178,-1.2,7159.75
179,-0.63,7212.32
180,0.02,7264.9
181,-0.04,7313.82
182,-0.11,7362.73
183,-0.29,7412.45
184,-0.81,7462.16
185,-0.58,7514.02
186,0.02,7565.87
187,-0.03,7614.94
188,0.48,7664
189,-0.02,7712.22
190,0.02,7760.44
191,-0.04,7809.71
192,-0.72,7858.99
193,-0.57,7910.93
194,-0.9,7962.88
195,-0.93,8016.05
196,-0.69,8069.23
197,-0.54,8121.16
198,-0.64,8173.09
199,0.3,8223.17
200,2.06,8273.26
201,0.59,8317.57
202,-0.87,8361.88
203,-0.78,8414.84
204,-0.55,8467.79
205,-0.21,8518.84
206,-0.26,8569.88
207,-0.52,8620.96
208,-0.65,8672.04
209,-0.68,8724.3
210,-0.73,8776.55
211,-0.56,8828.7
212,0.34,8880.84
213,0.13,8929.35
214,-0.81,8977.85
215,-0.53,9030.08
216,-0.54,9082.3
217,-0.88,9134.67
218,-0.48,9187.03
219,-0.41,9238.23
220,-0.6,9289.42
221,-0.51,9341.06
222,-0.13,9392.7
223,0.26,9441.72
224,0.03,9490.75
225,-0.39,9540.73
226,-0.82,9590.72
227,-0.7,9643.1
228,-0.16,9695.49
229,-0.16,9745.32
230,0.43,9795.15
231,0.51,9842.43
232,-0.46,9889.71
233,-0.8,9941.42
234,-0.85,9993.12
235,-0.74,10045.5
236,-0.36,10097.9
237,-0.37,10148.3
238,-0.65,10198.8
239,-0.28,10249.7
240,-0.47,10300.5
241,-0.58,10351.6
242,0.31,10402.6
243,0.52,10449.8
244,-0.18,10497.1
245,-1.3,10548.9
246,-0.97,10600.8
247,-0.43,10652.4
248,-0.76,10704.1
249,-0.77,10756
250,-0.79,10808
251,-0.9,10860.2
252,-0.96,10912.4
253,-0.7,10964.6
254,-0.26,11016.7
255,-0.44,11066.8
256,-0.62,11116.9
257,-0.15,11167.2
258,-0.12,11217.4
259,-0.23,11266.7
260,0.02,11316
261,0.09,11364.4
262,0.74,11412.8
263,0.81,11458.4
264,-0.18,11504
265,-0.48,11553.9
266,-0.27,11603.8
267,-0.73,11654.4
268,-1.22,11705
269,-1.29,11758.9
270,-1.57,11812.8
271,-1.59,11868.2
272,-1.61,11923.6
273,-1.83,11979.7
274,-2.2,12035.8
275,-2.37,12094.6
276,-2.85,12153.5
277,-2.55,12214.5
278,-2.19,12275.5
279,-2.84,12335.7
280,-3.09,12395.8
281,-2.77,12458.1
282,-2.9,12520.5
283,-3.88,12585
284,-4.18,12649.6
285,-3.96,12717.9
286,-3.61,12786.3
287,-3.76,12852.6
288,-4.25,12918.8
289,-4.25,12988.5
290,-3.91,13058.2
291,-3.57,13125.3
292,-3.24,13192.3
293,-3.4,13257.3
294,-3.5,13322.4
295,-3.67,13389.2
296,-3.85,13456
297,-3.75,13524.4
298,-3.72,13592.9
299,-3.45,13660.4
300,-3.17,13728
301,-3.17,13793.6
302,-3.67,13859.2
303,-4.28,13929.7
304,-4.02,14000.3
305,-3.57,14070.1
306,-3.27,14139.9
307,-2.91,14205.9
308,-2.19,14272
309,-2.04,14333
310,-2.24,14394.1
311,-2.06,14455.5
312,-2.32,14516.8
313,-2.57,14579.9
314,-2.83,14642.9
315,-3.08,14708.8
316,-3.34,14774.8
317,-3.6,14843.7
318,-3.85,14912.7
319,-4.11,14984.7
320,-3.64,15056.7
321,-3.82,15127.1
322,-4.34,15197.6
323,-3.98,15270.5
324,-3.92,15343.5
325,-4.14,15415.7
326,-4.52,15487.9
327,-4.68,15563.7
328,-4.44,15639.5
329,-4.66,15715
330,-5.32,15790.5
331,-5.4,15871.3
332,-5,15952.2
333,-4.81,16030
334,-4.74,16107.8
335,-5.15,16185.9
336,-5.71,16264
337,-5.6,16346.9
338,-5.44,16429.9
339,-5.57,16511.8
340,-5.29,16593.7
341,-5.35,16674.2
342,-6.19,16754.7
343,-5.99,16840.6
344,-5.75,16926.5
345,-6.08,17010.9
346,-6.34,17095.3
347,-6.74,17184.1
348,-6.88,17272.9
349,-6.88,17364.2
350,-6.74,17455.5
351,-6.77,17545.5
352,-6.97,17635.6
353,-7.16,17727.8
354,-7.49,17820
355,-8.33,17918.9
356,-8.51,18017.8
357,-8.04,18119.6
358,-7.6,18221.3
359,-7.53,18316.7
360,-7.45,18412.1
361,-8.09,18508.9
362,-8.27,18605.6
363,-7.68,18703.8
364,-7.78,18802.1
365,-7.84,18898.6
366,-7.82,18995.1
367,-7.72,19090.9
368,-7.75,19186.8
369,-8.19,19283.9
370,-8.63,19381
371,-8.16,19481.3
372,-7.89,19581.6
373,-7.74,19676.5
374,-7.97,19771.5
375,-8.5,19869.5
376,-8.43,19967.5
377,-8.73,20068.1
378,-8.46,20168.7
379,-7.58,20264.1
380,-7.63,20359.5
381,-8.11,20453.4
382,-8.26,20547.3
383,-8.03,20643.1
384,-7.81,20739
385,-7.54,20830.7
386,-7.7,20922.5
387,-8.15,21016.1
388,-8.45,21109.8
389,-8.71,21209
390,-8.52,21308.3
391,-8.61,21407.7
392,-7.99,21507.1
393,-7.62,21600.6
394,-7.84,21694.1
395,-7.52,21787.1
396,-7.82,21880.1
397,-8.11,21976
398,-8.08,22072
399,-8.03,22169.3
400,-8.04,22266.6
401,-7.96,22364.1
402,-7.87,22461.6
403,-7.94,22558.9
404,-8.12,22656.2
405,-8.1,22756
406,-7.93,22855.7
407,-7.91,22954.5
408,-7.91,23053.3
409,-8,23153.1
410,-8.09,23252.9
411,-7.73,23353
412,-7.36,23453.2
413,-7.66,23550.6
414,-8.24,23648.1
415,-8.33,23753.4
416,-8.12,23858.6
417,-8.15,23963.4
418,-8.41,24068.3
419,-8.82,24178.8
420,-8.82,24289.3
421,-8.45,24401.2
422,-8.3,24513.1
423,-8.37,24623.3
424,-8.45,24733.5
425,-8.52,24846
426,-8.59,24958.6
427,-7.97,25069.8
428,-7.92,25180.9
429,-8.5,25291.6
430,-8.8,25402.3
431,-8.89,25519.3
432,-9.01,25636.3
433,-8.54,25752
434,-7.76,25867.8
435,-8.2,25975.2
436,-8.63,26082.7
437,-8.63,26196
438,-8.63,26309.2
439,-8.44,26420.9
440,-8.26,26532.6
441,-8.03,26639.9
442,-7.87,26747.2
443,-8.68,26854.9
444,-9.39,26962.7
445,-8.46,27075.9
446,-7.53,27189.2
447,-7.51,27288.7
448,-7.5,27388.2
449,-7.25,27485.8
450,-7,27583.5
451,-7.57,27679.8
452,-8.14,27776.1
453,-7.98,27878.5
454,-7.83,27980.9
455,-7.68,28080.1
456,-7.89,28179.2
457,-8.27,28280.5
458,-8.13,28381.8
459,-7.7,28481
460,-7.05,28580.1
461,-6.98,28671.1
462,-7.26,28762.2
463,-7.29,28854.6
464,-7.47,28947.1
465,-7.48,29040.5
466,-7.16,29133.9
467,-7.24,29224.6
468,-7.55,29315.4
469,-7.82,29409.5
470,-8.05,29503.7
471,-8.09,29600.6
472,-8.09,29697.6
473,-7.74,29792.9
474,-7.56,29888.2
475,-7.9,29981.7
476,-8.64,30075.2
477,-9.02,30177.8
478,-9.02,30280.4
479,-8.82,30383.4
480,-8.62,30486.4
481,-8.14,30584.2
482,-7.84,30681.9
483,-8.28,30776.6
484,-8.66,30871.2
485,-8.52,30969.9
486,-8.27,31068.5
487,-8.09,31163.2
488,-7.9,31257.9
489,-7.69,31349
490,-7.49,31440.1
491,-8.16,31530.8
492,-8.82,31621.6
493,-8.47,31718.5
494,-8.12,31815.4
495,-7.77,31906.1
496,-7.42,31996.7
497,-7.07,32081.5
498,-6.71,32166.2
499,-6.71,32246.8
500,-6.98,32327.3
501,-7.25,32410.1
502,-7.52,32492.9
503,-7.79,32578.9
504,-8.05,32664.9
505,-8.35,32754.2
506,-8.37,32843.6
507,-8.33,32933.2
508,-8.58,33022.8
509,-8.43,33113
510,-8.3,33203.1
511,-7.95,33289.7
512,-7.14,33376.3
513,-7.02,33455.1
514,-7.62,33533.9
515,-7.83,33617
516,-7.75,33700.1
517,-7.64,33782.6
518,-7.52,33865.2
519,-7.41,33945.8
520,-7.3,34026.5
521,-7.63,34106.7
522,-7.95,34186.9
523,-8,34270.4
524,-8.05,34353.8
525,-7.85,34436.8
526,-7.65,34519.7
527,-7.77,34600.7
528,-8.03,34681.7
529,-8.2,34765.6
530,-7.93,34849.6
531,-7.4,34930.5
532,-7.14,35011.5
533,-6.77,35088
534,-6.74,35164.4
535,-6.79,35240
536,-7.09,35315.5
537,-7.27,35394.3
538,-6.61,35473
539,-7.07,35549.8
540,-7.49,35626.6
541,-6.99,35706.4
542,-6.62,35786.3
543,-6.71,35862.5
544,-7.47,35938.8
545,-7.47,36021
546,-7.29,36103.2
547,-7.59,36185.7
548,-7.6,36268.2
549,-7.6,36352.6
550,-7.34,36436.9
551,-7.07,36519.1
552,-7.44,36601.2
553,-7.54,36686.1
554,-7.31,36771
555,-7.12,36854.6
556,-7.17,36938.3
557,-7.36,37023.1
558,-7.17,37107.9
559,-6.53,37190.3
560,-6.88,37272.8
561,-6.76,37355.7
562,-6.25,37438.6
563,-6.59,37519.3
564,-6.08,37600
565,-6.01,37678.7
566,-6.15,37757.4
567,-5.87,37836.4
568,-5.7,37915.3
569,-5.14,37990.8
570,-4.82,38066.3
571,-5.05,38139.1
572,-5.52,38212
573,-5.98,38290.6
574,-5.9,38369.3
575,-5.82,38449.1
576,-5.39,38529
577,-5.24,38605.7
578,-5.37,38682.4
579,-5.55,38760.6
580,-5.65,38838.8
581,-5.41,38918
582,-5.62,38997.3
583,-5.72,39078.2
584,-5.77,39159
585,-6.22,39243
586,-6.4,39327
587,-6.7,39416.1
588,-7.03,39505.1
589,-7.22,39599.6
590,-7.7,39694.1
591,-7.3,39792.5
592,-6.67,39891
593,-6.97,39984.4
594,-6.65,40077.8
595,-6.02,40167.7
596,-6.32,40257.7
597,-6.62,40349
598,-6.76,40440.3
599,-6.9,40534.7
600,-6.9,40629.1
601,-6.97,40724.6
602,-7.2,40820
603,-6.8,40916.3
604,-5.97,41012.5
605,-6.38,41102.4
606,-6.88,41192.4
607,-6.6,41287.1
608,-6.45,41381.9
609,-6.3,41474.1
610,-6.43,41566.4
611,-6.66,41660.4
612,-6.8,41754.5
613,-6.96,41851.6
614,-7.09,41948.8
615,-7.18,42048.4
616,-7.18,42148
617,-6.94,42246.9
618,-6.73,42345.8
619,-6.69,42441.5
620,-6.64,42537.1
621,-6.6,42631.5
622,-6.56,42725.9
623,-6.21,42817.8
624,-5.93,42909.7
625,-5.93,42997.5
626,-6.16,43085.2
627,-6.24,43174.3
628,-6.24,43263.4
629,-6.13,43352.1
630,-6.13,43440.8
631,-5.91,43528
632,-5.48,43615.3
633,-6.24,43701.2
634,-6.96,43787.2
635,-6.91,43881.5
636,-7.21,43975.8
637,-7.07,44071.6
638,-6.31,44167.5
639,-6.51,44257.2
640,-6.91,44346.8
641,-6.71,44439
642,-6.56,44531.1
643,-6.67,44620.8
644,-6.46,44710.5
645,-5.74,44795.2
646,-5.74,44880
647,-6.37,44963.5
648,-6.59,45047
649,-5.89,45130.9
650,-5.19,45214.8
651,-5.11,45290.3
652,-5.02,45365.9
653,-5.09,45440
654,-5.48,45514.2
655,-4.8,45588.1
656,-4.53,45662.1
657,-5.08,45733.3
658,-4.81,45804.6
659,-4.68,45875
660,-5.27,45945.5
661,-5.69,46020
662,-4.99,46094.5
663,-4.65,46164.6
664,-5.3,46234.6
665,-5.7,46308.4
666,-5.4,46382.2
667,-5.49,46455.2
668,-5.43,46528.1
669,-5.69,46601.3
670,-6.13,46674.5
671,-5.95,46750.3
672,-5.88,46826
673,-5.93,46900.4
674,-5.8,46974.7
675,-5.53,47047.1
676,-5.5,47119.4
677,-6.04,47191.9
678,-6.45,47264.3
679,-5.42,47337.4
680,-5.47,47410.4
681,-6.68,47483.8
682,-6.6,47557.2
683,-6.48,47633.1
684,-6.94,47709.1
685,-6.88,47786.9
686,-6.72,47864.8
687,-6.99,47941.9
688,-7.27,48018.9
689,-6.94,48097.1
690,-6.97,48175.2
691,-7.51,48253.9
692,-7.13,48332.5
693,-6.15,48406.7
694,-6.55,48481
695,-7.44,48557.1
696,-7.04,48633.3
697,-6.68,48708.3
698,-6.72,48783.2
699,-6.69,48856.9
700,-7.4,48930.6
701,-8.16,49011.1
702,-7.91,49091.6
703,-7.64,49171.9
704,-7.94,49252.1
705,-7.38,49331.3
706,-6.55,49410.5
707,-6.93,49483.4
708,-7.01,49556.4
709,-7.02,49631
710,-7.39,49705.7
711,-7.38,49782.7
712,-7.47,49859.7
713,-7.51,49937.4
714,-7.15,50015.1
715,-6.78,50089.3
716,-6.9,50163.5
717,-6.91,50237.5
718,-6.48,50311.4
719,-6.71,50383.4
720,-6.92,50455.4
721,-6.67,50528.8
722,-6.29,50602.1
723,-5.92,50671.3
724,-6.17,50740.4
725,-6.73,50811.6
726,-6.55,50882.8
727,-6.78,50955.3
728,-6.99,51027.9
729,-6.36,51100.5
730,-6.28,51173.1
731,-6.74,51244.6
732,-6.85,51316.2
733,-6.46,51388.7
734,-6.65,51461.2
735,-6.49,51533.1
736,-6.02,51605.1
737,-6.05,51673.8
738,-5.8,51742.6
739,-5.83,51810.1
740,-6.26,51877.6
741,-6.36,51948
742,-6.48,52018.4
743,-6.39,52089.6
744,-6.24,52160.8
745,-5.76,52229.5
746,-5.77,52298.1
747,-5.89,52365.7
748,-5.51,52433.4
749,-5.51,52499.2
750,-5.89,52565.1
751,-5.97,52633.3
752,-6.07,52701.6
753,-5.78,52769.9
754,-5.3,52838.2
755,-5.58,52903.7
756,-5.6,52969.1
757,-5.18,53034.4
758,-5.03,53099.6
759,-5.45,53164
760,-5.7,53228.5
761,-5.37,53294.5
762,-5.54,53360.6
763,-5.54,53426.7
764,-5.65,53492.7
765,-5.57,53559.2
766,-5.19,53625.7
767,-5.72,53691.3
768,-6.07,53756.8
769,-5.89,53825.5
770,-5.74,53894.1
771,-4.91,53958.9
772,-3.77,54023.8
773,-4.34,54081.9
774,-5.38,54140
775,-5.6,54205.7
776,-6.21,54271.4
777,-6.6,54342.5
778,-6.43,54413.5
779,-5.47,54481.7
780,-5.59,54549.9
781,-6.02,54617.3
782,-5.56,54684.6
783,-5.56,54750.5
784,-5.81,54816.4
785,-5.84,54883.8
786,-5.55,54951.2
787,-5.03,55015.5
788,-5.6,55079.8
789,-6.13,55147.4
790,-6.23,55215
791,-6.71,55286.2
792,-6.15,55357.4
793,-6.1,55426.5
794,-6.93,55495.7
795,-7.18,55570.7
796,-7.07,55645.6
797,-6.36,55718.4
798,-5.65,55791.3
799,-5.55,55857.5
800,-6.05,55923.7
801,-6.65,55994.5
802,-6.65,56065.2
803,-6.55,56137.6
804,-6.04,56210.1
805,-6.22,56279.8
806,-6.49,56349.5
807,-6.14,56420.4
808,-6.6,56491.3
809,-7.06,56565.6
810,-6.96,56639.9
811,-6.4,56713.3
812,-6.53,56786.8
813,-6.8,56860.3
814,-6.17,56933.9
815,-6.35,57005
816,-6.29,57076.2
817,-6.36,57147.9
818,-6.71,57219.7
819,-6.31,57292.7
820,-6.16,57365.7
821,-5.58,57435
822,-5.34,57504.3
823,-5.65,57571.5
824,-5.42,57638.7
825,-5.21,57705
826,-5.43,57771.4
827,-5.54,57838.8
828,-5.81,57906.2
829,-5.23,57973.9
830,-4.8,58041.7
831,-5.09,58106.3
832,-4.95,58170.9
833,-4.71,58235
834,-4.92,58299.1
835,-5.11,58364.3
836,-4.76,58429.5
837,-5.09,58494.3
838,-5.1,58559.1
839,-4.35,58622.9
840,-4.42,58686.6
841,-4.88,58750
842,-4.47,58813.5
843,-3.71,58874
844,-3.68,58934.6
845,-4.18,58994.3
846,-4.54,59054.1
847,-4.73,59117.6
848,-4.01,59181.1
849,-4.05,59241.5
850,-4.85,59301.8
851,-4.85,59366.5
852,-4.86,59431.2
853,-5.78,59498.5
854,-5.51,59565.8
855,-4.65,59631.8
856,-4.98,59697.8
857,-4.65,59762.3
858,-4.62,59826.8
859,-4.9,59891
860,-4.96,59955.3
861,-4.27,60018.7
862,-4.22,60082.1
863,-4.93,60145.4
864,-5.21,60208.6
865,-5.66,60276.8
866,-5.86,60344.9
867,-6.06,60416.2
868,-5.93,60487.5
869,-5.85,60558.3
870,-6.04,60629.2
871,-6.41,60702.2
872,-6.31,60775.2
873,-5.86,60847.3
874,-5.85,60919.5
875,-6.03,60990.7
876,-5.86,61061.9
877,-5.53,61131.7
878,-5.53,61201.4
879,-5.53,61270.2
880,-5.81,61339
881,-6.49,61411.5
882,-6.53,61484.1
883,-6.15,61557.8
884,-6.11,61631.5
885,-6.2,61704
886,-6.45,61776.6
887,-6.3,61850.5
888,-6.28,61924.5
889,-6.53,61998.6
890,-6.58,62072.8
891,-6.61,62148.2
892,-7.31,62223.6
893,-7.48,62304.4
894,-6.98,62385.3
895,-6.81,62462.6
896,-6.53,62540
897,-6.88,62616.1
898,-6.86,62692.2
899,-7,62769.8
900,-7.26,62847.4
901,-6.86,62925.8
902,-6.5,63004.3
903,-6.6,63079.4
904,-7,63154.5
905,-7.1,63232.9
906,-7.05,63311.4
907,-7.44,63391.3
908,-7.72,63471.2
909,-7.64,63554.5
910,-8.09,63637.7
911,-8.02,63723.9
912,-7.67,63810.1
913,-7.54,63893.1
914,-7.51,63976.1
915,-7.51,64058.4
916,-7.51,64140.7
917,-7.51,64223.1
918,-7.11,64305.5
919,-6.43,64382.8
920,-6.26,64460.2
921,-6.84,64536.1
922,-6.66,64612
923,-6.41,64688
924,-6.83,64763.9
925,-6.82,64841.9
926,-6.79,64919.9
927,-6.94,64998.3
928,-7.27,65076.7
929,-7.7,65159.7
930,-7.55,65242.6
931,-7.4,65325.7
932,-7.91,65408.7
933,-7.43,65493.4
934,-7.49,65578.1
935,-7.97,65663.5
936,-7.92,65748.9
937,-8.17,65836.8
938,-7.98,65924.8
939,-7.95,66012.3
940,-7.76,66099.9
941,-7.25,66184.2
942,-7.49,66268.5
943,-7.71,66353.7
944,-8.15,66438.9
945,-8.85,66531.3
946,-7.75,66623.6
947,-7.4,66709.1
948,-8.21,66794.5
949,-8.31,66885.4
950,-8.06,66976.3
951,-7.33,67062.9
952,-6.88,67149.5
953,-7.07,67231
954,-7.73,67312.6
955,-7.76,67399.9
956,-7.54,67487.3
957,-7.73,67574
958,-7.44,67660.7
959,-7.22,67745.4
960,-7.47,67830.1
961,-7.63,67916.6
962,-7.52,68003.1
963,-7.8,68090.8
964,-7.71,68178.4
965,-7.86,68267.3
966,-8.15,68356.2
967,-8.04,68447.9
968,-7.89,68539.5
969,-7.55,68628.5
970,-7.8,68717.4
971,-8.27,68808.9
972,-7.65,68900.5
973,-7.45,68988.2
974,-8.01,69075.9
975,-7.94,69166.7
976,-8.2,69257.5
977,-7.59,69347.5
978,-6.36,69437.4
979,-5.81,69514
980,-6.12,69590.7
981,-5.62,69665.8
982,-5.75,69740.8
983,-6.69,69818
984,-6.92,69895.2
985,-7.54,69979.4
986,-7.33,70063.6
987,-6.97,70147.1
988,-6.55,70230.6
989,-6.75,70310.4
990,-7.31,70390.2
991,-7.84,70476.2
992,-7.72,70562.3
993,-7.05,70646.5
994,-7.08,70730.7
995,-7.26,70812.8
996,-6.52,70895
997,-5.67,70969.4
998,-5.67,71043.8
999,-5.67,71115.2
1000,-5.66,71186.5
1001,-5.66,71257.4
1002,-5.7,71328.4
1003,-5.75,71399.3
1004,-5.93,71470.3
1005,-5.99,71542.4
1006,-5.44,71614.5
1007,-5.15,71682.4
1008,-4.6,71750.3
1009,-5.3,71815.9
1010,-5.2,71881.5
1011,-4.81,71947.2
1012,-5.36,72012.8
1013,-6.13,72082.5
1014,-5.55,72152.1
1015,-5.38,72219.9
1016,-5.69,72287.6
1017,-5.81,72356.7
1018,-5.82,72425.7
1019,-6.28,72496.3
1020,-6.53,72566.8
1021,-6.89,72641
1022,-6.39,72715.2
1023,-6.64,72787.8
1024,-5.97,72860.3
1025,-5.29,72927.2
1026,-5.77,72994.1
1027,-6,73062.1
1028,-6.31,73130.2
1029,-6.44,73200.9
1030,-7.1,73271.6
1031,-7.81,73349
1032,-6.96,73426.3
1033,-6.1,73497.5
1034,-6.61,73568.7
1035,-7.12,73641.9
1036,-6.85,73715.1
1037,-6.45,73787
1038,-6.56,73858.9
1039,-7.17,73932.3
1040,-6.31,74005.7
1041,-5.91,74074.6
1042,-5.62,74143.6
1043,-4.74,74207.5
1044,-6.03,74271.4
1045,-6.92,74343.1
1046,-5.87,74414.8
1047,-5.85,74483.2
1048,-5.68,74551.6
1049,-5.61,74619.1
1050,-5.41,74686.6
1051,-5.72,74753.9
1052,-5.42,74821.2
1053,-5.12,74887.1
1054,-5.32,74953
1055,-5.41,75019.6
1056,-5.13,75086.2
1057,-4.66,75150.5
1058,-4.53,75214.7
1059,-4.39,75276.9
1060,-4.35,75339
1061,-5.41,75403.5
1062,-5,75468.1
1063,-4.83,75533
1064,-5.23,75598
1065,-4.37,75662.6
1066,-4.05,75727.1
1067,-4.8,75789.8
1068,-5.08,75852.5
1069,-5.16,75919.3
1070,-5.22,75986
1071,-4.92,76052.8
1072,-4.67,76119.6
1073,-5.09,76185.6
1074,-5.5,76251.6
1075,-5.47,76321.4
1076,-5.42,76391.2
1077,-5.9,76462.5
1078,-6.33,76533.7
1079,-6.71,76611
1080,-7.14,76688.2
1081,-6.59,76768.4
1082,-5.81,76848.6
1083,-5.76,76922.1
1084,-5.81,76995.7
1085,-6.45,77071.9
1086,-6.52,77148.1
1087,-6.62,77227.7
1088,-7.28,77307.3
1089,-6.06,77387.8
1090,-3.82,77468.3
1091,-5.71,77536.7
1092,-6.79,77605.2
1093,-6.12,77684.8
1094,-6.32,77764.4
1095,-6.06,77842.4
1096,-5.78,77920.4
1097,-5.87,77996.1
